license_plate,month,visit_count,total,cornsilk,slate_gray,navajo_white,avg_trip
KL-O-98,2020.04,3,122.5,7,15,8,40.833333333333336
SL-RS-233,2020.04,3,102.0,9,6,9,34.0
LDK-O-871,2020.04,9,238.0,21,22,17,26.444444444444443
DE-D-18,2020.04,4,102.5,11,15,4,25.625
JL-C-264,2020.04,4,83.0,10,10,4,20.75
S-E-6,2020.04,3,77.0,7,12,3,25.666666666666668
SIG-R-3871,2020.04,4,136.0,5,6,15,34.0
VEC-X-59,2020.04,6,223.5,33,23,11,37.25
NF-QN-2112,2020.04,11,323.0,32,20,27,29.363636363636363
BA-A-92,2020.04,7,313.0,27,18,28,44.714285714285715
HX-VE-52,2020.04,3,31.0,5,2,2,10.333333333333334
BI-YC-52,2020.04,4,112.0,7,10,9,28.0
AIC-Q-5,2020.04,5,128.0,15,10,9,25.6
REG-N-59,2020.04,3,92.5,6,7,8,30.833333333333332
RÜD-TF-5487,2020.04,4,126.5,2,11,12,31.625
STD-DW-8,2020.04,7,243.5,15,17,22,34.785714285714285
EBE-DX-63,2020.04,3,122.5,14,9,9,40.833333333333336
KN-XM-84,2020.04,3,89.0,6,8,7,29.666666666666668
GS-W-438,2020.04,3,112.0,7,8,10,37.333333333333336
LOS-JO-45,2020.04,5,157.5,14,15,11,31.5
K-P-279,2020.04,8,360.0,26,24,32,45.0
DN-KF-952,2020.04,1,9.0,1,0,1,9.0
LSN-HM-976,2020.04,4,154.0,7,12,14,38.5
SIM-N-72,2020.04,7,176.0,11,14,15,25.142857142857142
OA-CM-78,2020.04,6,243.0,13,18,22,40.5
OE-C-868,2020.04,2,42.5,2,7,2,21.25
SH-B-986,2020.04,2,74.0,2,8,6,37.0
HDH-ZP-5,2020.04,3,89.0,6,8,7,29.666666666666668
GG-N-97,2020.04,5,100.5,17,5,7,20.1
CHA-M-475,2020.04,6,156.5,10,5,17,26.083333333333332
OPR-TN-8,2020.04,3,64.0,11,6,3,21.333333333333332
TÖL-L-974,2020.04,8,256.0,16,20,22,32.0
DU-ZW-559,2020.04,3,75.0,13,6,4,25.0
HR-Q-1412,2020.04,5,115.0,5,12,9,23.0
LA-I-541,2020.04,5,119.0,7,14,8,23.8
AW-Y-938,2020.04,4,193.0,9,16,17,48.25
ST-BR-62,2020.04,5,159.5,15,19,9,31.9
AIC-QE-232,2020.04,4,209.5,12,9,22,52.375
EN-T-6,2020.04,4,179.0,9,8,19,44.75
MA-F-27,2020.04,5,152.5,22,5,13,30.5
MVL-FA-18,2020.04,6,252.5,16,13,25,42.083333333333336
BC-VO-9,2020.04,4,123.0,2,8,13,30.75
ROS-R-42,2020.04,3,47.5,1,3,5,15.833333333333334
NOM-V-963,2020.04,3,50.5,6,5,3,16.833333333333332
WAK-IT-6,2020.04,6,202.0,10,18,17,33.666666666666664
ROW-N-432,2020.04,4,138.0,20,6,11,34.5
MTK-J-1,2020.04,2,28.0,7,2,1,14.0
LD-OL-9852,2020.04,6,177.5,17,25,8,29.583333333333332
SW-D-15,2020.04,3,113.5,20,11,5,37.833333333333336
FF-C-866,2020.04,2,67.0,2,4,7,33.5
H-MH-183,2020.04,3,127.0,11,6,12,42.333333333333336
V-D-852,2020.04,3,72.0,15,10,1,24.0
OVP-C-622,2020.04,3,153.5,12,13,12,51.166666666666664
REG-XM-734,2020.04,2,58.5,3,3,6,29.25
Y-YJ-83,2020.04,3,150.0,12,14,11,50.0
AE-I-81,2020.04,3,84.5,2,9,7,28.166666666666668
Y-WU-48,2020.04,4,127.0,11,6,12,31.75
LRO-XI-699,2020.04,4,188.5,19,11,16,47.125
LM-GL-1241,2020.04,2,62.0,10,2,5,31.0
NK-PB-23,2020.04,2,97.0,3,10,8,48.5
SB-Q-528,2020.04,4,118.5,5,11,10,29.625
OE-G-499,2020.04,5,114.0,8,8,10,22.8
KB-RK-157,2020.04,3,95.5,11,7,7,31.833333333333332
DAH-G-83,2020.04,8,267.0,18,16,25,33.375
MN-JI-5391,2020.04,5,241.5,21,15,21,48.3
GÜ-RR-98,2020.04,4,140.5,9,7,14,35.125
RT-OC-157,2020.04,5,132.0,17,10,9,26.4
BL-GA-82,2020.04,1,25.5,4,3,1,25.5
HEL-TO-642,2020.04,6,157.5,7,19,11,26.25
WUG-XR-597,2020.04,2,72.5,3,7,6,36.25
TÜ-QC-22,2020.04,5,194.0,13,8,20,38.8
TS-I-241,2020.04,3,92.0,11,6,7,30.666666666666668
TUT-VV-65,2020.04,10,261.0,22,24,19,26.1
HWI-HV-63,2020.04,5,122.5,14,21,3,24.5
AS-N-77,2020.04,5,179.0,16,16,13,35.8
LDS-L-17,2020.04,6,245.0,7,20,23,40.833333333333336
NVP-WI-779,2020.04,6,191.5,17,19,13,31.916666666666668
CE-WA-67,2020.04,5,131.5,15,17,6,26.3
HR-F-73,2020.04,7,229.5,22,27,13,32.785714285714285
DEL-U-45,2020.04,5,144.0,9,14,11,28.8
IGB-HT-668,2020.04,4,116.5,11,5,11,29.125
PS-CS-44,2020.04,5,95.0,9,8,7,19.0
PE-AP-95,2020.04,4,108.0,12,12,6,27.0
N-W-259,2020.04,6,117.0,13,8,9,19.5
HDH-ZE-418,2020.04,7,302.5,20,19,28,43.214285714285715
PAF-YC-949,2020.04,1,20.0,3,2,1,20.0
SN-PC-727,2020.04,3,192.5,14,15,16,64.16666666666667
PR-D-9183,2020.04,3,123.5,4,1,16,41.166666666666664
AÖ-FO-75,2020.04,3,90.5,5,9,7,30.166666666666668
SÜW-P-3,2020.04,4,100.0,15,6,7,25.0
WTM-B-6,2020.04,3,70.5,9,7,4,23.5
RO-EC-6,2020.04,4,149.5,10,23,7,37.375
HZ-L-6741,2020.04,4,63.5,9,7,3,15.875
BZ-B-2936,2020.04,4,77.0,7,10,4,19.25
SIG-A-9,2020.04,2,46.0,2,2,5,23.0
SZ-DC-721,2020.04,3,94.0,5,4,10,31.333333333333332
MR-Z-935,2020.04,4,152.5,8,19,10,38.125
EA-K-1629,2020.04,4,88.5,11,11,4,22.125
CHA-I-62,2020.04,8,262.5,21,25,19,32.8125
SP-DC-23,2020.04,4,96.5,8,13,5,24.125
GZ-S-47,2020.04,4,127.0,11,10,10,31.75
SO-Z-874,2020.04,3,80.0,5,4,8,26.666666666666668
BLK-D-132,2020.04,5,137.0,16,12,9,27.4
WOB-DY-997,2020.04,8,260.5,27,19,20,32.5625
LI-GA-92,2020.04,5,156.5,10,15,12,31.3
DAU-P-533,2020.04,3,132.5,12,11,10,44.166666666666664
NVP-Q-6964,2020.04,7,192.0,12,20,14,27.428571428571427
LU-QM-5755,2020.04,8,243.5,15,21,20,30.4375
MG-XC-54,2020.04,5,146.0,17,12,10,29.2
EIC-NB-96,2020.04,5,159.5,15,21,8,31.9
BAD-B-9161,2020.04,6,158.5,11,11,14,26.416666666666668
SO-ND-149,2020.04,4,132.5,5,15,10,33.125
NM-C-81,2020.04,7,253.0,18,10,26,36.142857142857146
IN-NT-115,2020.04,4,151.0,16,14,10,37.75
WE-PQ-4,2020.04,2,89.0,6,14,4,44.5
R-H-92,2020.04,3,115.5,14,5,10,38.5
OL-A-623,2020.04,3,35.5,9,1,2,11.833333333333334
KG-EV-1,2020.04,2,51.0,1,10,2,25.5
PA-CR-3,2020.04,3,143.5,7,11,13,47.833333333333336
SW-RM-63,2020.04,2,63.0,0,6,6,31.5
BP-QM-566,2020.04,3,87.0,5,4,9,29.0
CB-VW-163,2020.04,1,45.0,5,6,2,45.0
MVL-B-85,2020.04,3,91.0,7,4,9,30.333333333333332
WO-M-713,2020.04,3,120.0,4,10,11,40.0
PAN-V-5988,2020.04,4,95.5,4,13,6,23.875
DAH-D-36,2020.04,2,57.5,6,1,6,28.75
PR-JQ-945,2020.04,2,40.0,6,4,2,20.0
SI-S-1571,2020.04,5,119.5,16,17,4,23.9
ME-Z-22,2020.04,6,223.0,17,16,19,37.166666666666664
SLS-U-95,2020.04,2,36.0,4,8,0,18.0
KI-XS-3535,2020.04,2,39.0,2,6,2,19.5
DU-DP-8,2020.04,5,198.0,15,24,12,39.6
KT-H-992,2020.04,4,82.5,15,7,4,20.625
KG-IF-93,2020.04,4,89.5,15,5,6,22.375
TUT-O-99,2020.04,5,129.0,12,22,4,25.8
EL-B-287,2020.04,4,164.0,12,8,16,41.0
LIF-DV-2,2020.04,3,139.5,5,11,13,46.5
WND-A-492,2020.04,3,116.5,4,13,9,38.833333333333336
EB-EI-1,2020.04,3,84.0,7,6,7,28.0
TIR-F-322,2020.04,2,82.0,6,4,8,41.0
BO-Y-9,2020.04,1,21.5,2,3,1,21.5
HAM-D-6,2020.04,1,28.0,7,2,1,28.0
RV-C-94,2020.04,6,202.0,17,6,21,33.666666666666664
LL-MA-441,2020.04,6,189.5,16,21,12,31.583333333333332
KS-H-618,2020.04,2,7.0,0,0,1,3.5
DEL-OY-82,2020.04,2,93.5,10,5,8,46.75
COE-BW-89,2020.04,1,24.5,0,1,3,24.5
TÖL-B-76,2020.04,3,53.0,2,12,1,17.666666666666668
NL-CH-951,2020.04,3,88.0,9,4,8,29.333333333333332
AZ-GM-4421,2020.04,4,99.5,6,15,5,24.875
SHK-PN-16,2020.04,3,131.5,8,9,12,43.833333333333336
AP-PC-542,2020.04,4,72.5,10,5,5,18.125
WES-PY-211,2020.04,3,111.5,12,15,5,37.166666666666664
NOM-VU-5,2020.04,3,114.5,3,9,11,38.166666666666664
AA-NU-798,2020.04,5,95.0,16,8,5,19.0
OH-UK-118,2020.04,4,105.0,14,10,6,26.25
GTH-Z-6,2020.04,3,78.0,4,4,8,26.0
WL-SC-855,2020.04,3,83.5,5,13,4,27.833333333333332
WB-XG-76,2020.04,2,59.5,7,1,6,29.75
HX-QM-21,2020.04,4,139.5,12,9,12,34.875
DON-L-549,2020.04,3,126.0,7,6,13,42.0
SB-QO-122,2020.04,2,58.0,8,6,3,29.0
IN-DW-113,2020.04,3,75.0,6,4,7,25.0
PIR-E-79,2020.04,5,177.5,10,17,14,35.5
THL-U-715,2020.04,3,71.0,11,4,5,23.666666666666668
GÖ-Y-61,2020.04,3,56.0,14,4,2,18.666666666666668
GE-I-1289,2020.04,5,205.0,22,14,16,41.0
NOM-SZ-9,2020.04,2,72.5,3,5,7,36.25
MS-CA-44,2020.04,3,67.5,4,7,5,22.5
S-J-74,2020.04,2,52.5,7,1,5,26.25
VS-N-463,2020.04,3,139.5,12,5,14,46.5
MN-W-7,2020.04,1,44.0,1,6,3,44.0
LD-YO-917,2020.04,4,163.5,17,13,12,40.875
F-H-888,2020.04,4,159.0,13,16,11,39.75
OG-EG-131,2020.04,3,105.5,2,9,10,35.166666666666664
AK-Q-9,2020.04,5,131.5,8,15,9,26.3
BRA-TH-4,2020.04,4,77.0,14,4,5,19.25
HBN-B-8881,2020.04,3,109.0,16,2,10,36.333333333333336
NW-PJ-297,2020.04,3,99.0,4,14,6,33.0
BOT-TZ-641,2020.04,2,74.5,4,7,6,37.25
FT-WA-722,2020.04,4,161.0,21,10,12,40.25
FÜ-BE-329,2020.04,3,102.5,4,9,9,34.166666666666664
HAM-V-523,2020.04,3,63.0,7,8,3,21.0
DU-C-161,2020.04,2,64.5,6,11,2,32.25
WT-JM-352,2020.04,1,16.0,1,0,2,16.0
NVP-X-772,2020.04,2,92.5,6,1,11,46.25
LG-I-3,2020.04,3,24.0,5,2,1,8.0
RO-P-622,2020.04,2,54.5,8,1,5,27.25
OD-G-493,2020.04,4,142.5,3,13,13,35.625
K-O-82,2020.04,3,73.0,5,4,7,24.333333333333332
HX-N-7,2020.04,5,173.5,15,17,12,34.7
MKK-UL-342,2020.04,3,120.5,13,7,10,40.166666666666664
KE-ZP-55,2020.04,3,70.0,7,2,7,23.333333333333332
KÜN-W-532,2020.04,3,112.0,7,6,11,37.333333333333336
FRG-RA-776,2020.04,4,80.0,5,6,7,20.0
GR-S-678,2020.04,1,16.5,3,3,0,16.5
EU-KF-383,2020.04,1,23.5,3,5,0,23.5
THL-Q-628,2020.04,1,62.0,3,8,4,62.0
HAM-W-8762,2020.04,2,66.5,7,1,7,33.25
VEC-Z-116,2020.04,3,148.0,11,12,12,49.333333333333336
MÜ-BD-756,2020.04,4,153.0,10,18,10,38.25
NR-NU-14,2020.04,4,80.5,7,11,4,20.125
HL-WN-13,2020.04,2,67.0,9,4,5,33.5
RT-I-15,2020.04,4,97.5,12,7,7,24.375
ES-RW-45,2020.04,1,17.5,0,1,2,17.5
DU-TY-4369,2020.04,1,13.0,3,0,1,13.0
DGF-FJ-94,2020.04,3,106.0,4,10,9,35.333333333333336
PF-AI-137,2020.04,4,126.5,9,11,10,31.625
S-G-29,2020.04,4,185.0,5,18,16,46.25
LÖ-ZH-657,2020.04,4,129.5,7,11,11,32.375
OE-W-823,2020.04,4,92.0,4,6,9,23.0
RD-Z-98,2020.04,2,76.5,12,7,4,38.25
AUR-X-97,2020.04,3,143.5,7,7,15,47.833333333333336
VIE-D-955,2020.04,3,136.5,14,7,12,45.5
SU-I-395,2020.04,4,199.5,14,7,21,49.875
WEN-QX-4595,2020.04,2,80.5,7,7,6,40.25
FFB-O-81,2020.04,4,142.0,8,16,10,35.5
PB-DR-126,2020.04,3,96.5,8,11,6,32.166666666666664
KO-SG-852,2020.04,1,82.0,6,6,7,82.0
HWI-RQ-618,2020.04,2,72.5,10,1,7,36.25
AN-I-484,2020.04,3,135.5,3,5,16,45.166666666666664
ME-Y-127,2020.04,1,11.0,2,0,1,11.0
RT-SA-7926,2020.04,1,32.5,4,5,1,32.5
GAP-K-7,2020.04,2,39.5,4,3,3,19.75
SLS-F-723,2020.04,3,88.0,2,8,8,29.333333333333332
BOR-D-22,2020.04,1,52.0,5,0,6,52.0
FL-FE-453,2020.04,1,16.0,1,2,1,16.0
TBB-EV-82,2020.04,3,86.5,17,5,5,28.833333333333332
WÜ-L-2739,2020.04,2,59.0,12,10,0,29.5
MI-GD-9572,2020.04,2,67.5,4,7,5,33.75
LOS-TT-6514,2020.04,1,52.5,7,1,5,52.5
PAF-C-7,2020.04,2,106.0,11,4,10,53.0
MR-L-85,2020.04,3,127.0,11,8,11,42.333333333333336
GTH-J-386,2020.04,3,95.5,11,3,9,31.833333333333332
HH-Z-6442,2020.04,1,30.0,1,0,4,30.0
CW-SF-63,2020.04,1,23.5,3,5,0,23.5
BIT-BA-78,2020.04,1,13.0,3,0,1,13.0
WF-Q-32,2020.04,4,118.0,10,2,13,29.5
PLÖ-OW-75,2020.04,1,9.0,1,0,1,9.0
FD-Y-49,2020.04,1,20.0,3,0,2,20.0
RPL-DE-9572,2020.04,3,96.5,15,7,6,32.166666666666664
MM-RL-4,2020.04,1,12.5,1,1,1,12.5
BI-A-677,2020.04,4,148.5,13,9,13,37.125
WAF-G-264,2020.04,1,44.5,3,9,1,44.5
FRG-D-5289,2020.04,2,93.0,8,10,6,46.5
THW-WP-65,2020.04,1,34.5,5,1,3,34.5
ES-RK-632,2020.04,1,52.0,5,6,3,52.0
BO-PT-722,2020.04,1,40.5,1,7,2,40.5
OPR-YS-695,2020.04,1,13.0,3,0,1,13.0
DAU-RO-8584,2020.04,3,96.0,6,6,9,32.0
AW-F-46,2020.04,1,35.5,2,1,4,35.5
RW-U-95,2020.04,2,26.5,1,7,0,13.25
MA-H-94,2020.04,2,74.0,2,10,5,37.0
HH-R-524,2020.04,1,67.5,4,5,6,67.5
SL-AQ-29,2020.05,6,213.5,14,25,14,35.583333333333336
GP-FS-77,2020.05,7,198.5,24,21,11,28.357142857142858
KB-RK-157,2020.05,4,182.5,16,15,14,45.625
HN-CL-66,2020.05,6,177.5,10,25,10,29.583333333333332
VER-LH-817,2020.05,4,114.5,17,11,6,28.625
EMD-HX-24,2020.05,5,202.5,12,11,20,40.5
NE-U-69,2020.05,8,294.0,14,18,29,36.75
GZ-S-47,2020.05,6,154.0,21,12,10,25.666666666666668
SH-B-986,2020.05,4,118.5,5,3,14,29.625
SHA-SB-8,2020.05,9,179.0,16,12,15,19.88888888888889
LD-CL-4527,2020.05,4,113.0,11,4,11,28.25
RÜG-K-633,2020.05,6,199.5,14,21,14,33.25
PAF-YC-949,2020.05,7,175.0,14,16,13,25.0
GÜ-RR-98,2020.05,3,124.5,8,5,13,41.5
M-O-292,2020.05,4,98.5,16,7,6,24.625
WTM-NF-794,2020.05,7,244.5,12,19,22,34.92857142857143
PM-O-59,2020.05,5,165.5,18,9,14,33.1
NR-LN-2929,2020.05,1,30.0,8,4,0,30.0
F-H-888,2020.05,7,216.5,12,29,13,30.928571428571427
SK-LP-46,2020.05,5,146.0,10,14,11,29.2
KÜN-SR-79,2020.05,6,195.5,26,7,17,32.583333333333336
REG-XM-734,2020.05,9,259.5,30,11,23,28.833333333333332
GE-CZ-374,2020.05,4,95.0,16,6,6,23.75
LRO-F-564,2020.05,6,158.5,18,9,13,26.416666666666668
AA-Y-71,2020.05,7,184.5,17,11,16,26.357142857142858
CB-UE-13,2020.05,5,115.0,19,8,7,23.0
COC-Z-7,2020.05,5,145.0,6,8,15,29.0
TBB-Q-3,2020.05,14,569.5,24,43,53,40.67857142857143
VEC-Z-116,2020.05,8,286.5,33,23,20,35.8125
MST-O-695,2020.05,5,85.0,11,10,4,17.0
WE-H-269,2020.05,6,115.5,14,11,7,19.25
HI-LK-5831,2020.05,9,276.0,19,22,23,30.666666666666668
AW-PX-62,2020.05,4,131.5,8,17,8,32.875
LDK-P-4571,2020.05,10,357.5,30,15,35,35.75
BOR-D-22,2020.05,6,122.0,19,8,8,20.333333333333332
AUR-X-97,2020.05,7,243.0,13,22,20,34.714285714285715
LER-JZ-1955,2020.05,4,131.5,8,15,9,32.875
EU-KF-383,2020.05,9,237.0,17,22,18,26.333333333333332
DAH-G-83,2020.05,5,190.0,18,20,12,38.0
GS-H-63,2020.05,6,209.0,10,14,20,34.833333333333336
WF-BF-166,2020.05,6,198.0,8,22,15,33.0
WEN-OB-7951,2020.05,6,201.0,27,18,12,33.5
HAM-D-6,2020.05,10,322.0,21,34,23,32.2
JL-C-264,2020.05,4,113.0,11,8,9,28.25
MEI-S-547,2020.05,5,82.5,15,7,4,16.5
WÜ-G-25,2020.05,7,277.5,18,27,21,39.642857142857146
TS-I-241,2020.05,6,166.0,6,14,15,27.666666666666668
DL-TE-9762,2020.05,7,255.5,21,21,20,36.5
LM-QT-719,2020.05,3,77.0,7,2,8,25.666666666666668
FD-Y-49,2020.05,5,131.0,20,6,10,26.2
HX-VE-52,2020.05,7,191.5,17,19,13,27.357142857142858
EU-D-4,2020.05,10,472.5,42,21,45,47.25
RW-U-95,2020.05,5,185.5,7,11,19,37.1
RE-HF-341,2020.05,4,63.0,7,2,6,15.75
MG-F-492,2020.05,7,170.5,10,17,13,24.357142857142858
SOK-B-14,2020.05,2,39.5,4,1,4,19.75
PAF-C-7,2020.05,8,240.0,22,22,17,30.0
DLG-AY-5813,2020.05,7,190.5,34,21,7,27.214285714285715
OL-A-623,2020.05,5,113.5,6,11,9,22.7
BZ-B-2936,2020.05,9,229.0,27,32,9,25.444444444444443
ES-RK-632,2020.05,9,275.0,15,14,28,30.555555555555557
KE-UP-71,2020.05,5,194.5,15,15,16,38.9
DL-CC-26,2020.05,4,35.0,7,2,2,8.75
TS-L-37,2020.05,4,143.0,5,16,11,35.75
RO-YT-78,2020.05,3,44.0,8,2,3,14.666666666666666
WZ-GX-1,2020.05,5,97.5,12,7,7,19.5
FDS-VW-65,2020.05,5,142.5,10,9,13,28.5
OVP-C-622,2020.05,5,102.5,11,9,7,20.5
FL-FE-453,2020.05,7,223.5,12,31,13,31.928571428571427
WAK-T-61,2020.05,5,66.0,5,0,8,13.2
LOS-M-36,2020.05,6,175.0,14,12,15,29.166666666666668
HAM-V-523,2020.05,5,225.0,18,14,20,45.0
WHV-B-96,2020.05,6,194.0,20,12,16,32.333333333333336
LA-DH-8938,2020.05,8,214.5,18,11,20,26.8125
WUN-T-63,2020.05,5,166.0,13,16,12,33.2
HX-N-7,2020.05,8,251.5,33,11,21,31.4375
ROW-N-432,2020.05,6,182.5,9,15,16,30.416666666666668
RE-XJ-39,2020.05,3,128.0,15,8,10,42.666666666666664
GR-VF-571,2020.05,3,89.5,8,5,8,29.833333333333332
BAD-B-9161,2020.05,11,205.0,22,22,12,18.636363636363637
MEI-X-1438,2020.05,4,164.5,7,5,19,41.125
RÜG-YG-27,2020.05,7,300.5,26,11,30,42.92857142857143
BRA-WE-53,2020.05,7,184.5,17,21,11,26.357142857142858
FG-KL-158,2020.05,6,253.0,11,24,21,42.166666666666664
LDS-L-17,2020.05,4,99.5,6,7,9,24.875
SAD-J-174,2020.05,3,111.5,12,7,9,37.166666666666664
S-J-74,2020.05,8,294.5,23,15,28,36.8125
CE-X-322,2020.05,7,248.5,14,11,26,35.5
ME-UK-74,2020.05,4,120.0,18,12,6,30.0
NW-J-552,2020.05,7,133.0,7,14,10,19.0
NVP-X-772,2020.05,6,213.0,12,18,18,35.5
WF-Q-32,2020.05,6,205.0,22,24,11,34.166666666666664
SW-EN-465,2020.05,5,87.0,5,6,8,17.4
OPR-YS-695,2020.05,4,109.5,4,5,12,27.375
NOM-VU-5,2020.05,3,57.5,13,1,4,19.166666666666668
SPN-KF-8545,2020.05,10,372.0,25,24,34,37.2
TG-KW-157,2020.05,3,93.5,10,11,5,31.166666666666668
M-Y-1293,2020.05,10,340.0,37,18,29,34.0
AE-HA-68,2020.05,2,80.0,5,2,9,40.0
HX-A-86,2020.05,6,234.0,12,28,16,39.0
WUG-RO-4,2020.05,11,413.5,37,41,28,37.59090909090909
Y-WU-48,2020.05,3,75.5,8,3,7,25.166666666666668
L-AA-648,2020.05,4,207.5,11,11,21,51.875
EA-WQ-577,2020.05,6,150.0,12,14,11,25.0
NOM-V-963,2020.05,6,190.5,13,5,21,31.75
HDH-GJ-64,2020.05,5,214.0,9,4,26,42.8
KEH-A-99,2020.05,4,168.5,9,13,15,42.125
GP-K-557,2020.05,9,284.0,16,34,19,31.555555555555557
WUG-NT-542,2020.05,8,221.5,18,15,19,27.6875
IN-DW-113,2020.05,2,35.5,2,3,3,17.75
NVP-WI-779,2020.05,5,125.5,12,11,9,25.1
OD-H-2521,2020.05,6,118.5,12,7,10,19.75
HR-G-91,2020.05,3,110.0,13,0,12,36.666666666666664
TÜ-YR-2557,2020.05,5,165.0,9,10,16,33.0
WUN-RE-488,2020.05,6,212.0,22,16,16,35.333333333333336
AW-F-46,2020.05,4,120.0,11,14,7,30.0
ABI-OB-294,2020.05,3,75.0,6,6,6,25.0
VIE-B-725,2020.05,1,49.0,0,0,7,49.0
KE-XV-79,2020.05,4,134.5,6,11,12,33.625
GÖ-DQ-38,2020.05,7,272.0,24,22,21,38.857142857142854
SLS-O-59,2020.05,7,187.5,15,17,14,26.785714285714285
EA-OM-46,2020.05,3,85.0,4,6,8,28.333333333333332
PR-D-9183,2020.05,3,152.0,13,16,10,50.666666666666664
LIF-K-87,2020.05,8,188.0,24,24,8,23.5
BA-A-92,2020.05,2,95.0,9,8,7,47.5
MN-W-8,2020.05,6,222.0,13,16,20,37.0
KN-A-348,2020.05,9,223.5,12,17,20,24.833333333333332
NF-QN-2112,2020.05,9,381.5,28,39,27,42.388888888888886
THW-WP-65,2020.05,2,49.0,7,6,2,24.5
AP-A-858,2020.05,7,220.5,7,27,16,31.5
FR-N-87,2020.05,7,173.5,22,15,11,24.785714285714285
THW-Z-13,2020.05,4,132.0,10,10,11,33.0
WAF-G-264,2020.05,5,162.5,13,9,15,32.5
LOS-OI-716,2020.05,11,277.0,23,24,21,25.181818181818183
RO-Q-363,2020.05,4,174.5,5,13,17,43.625
TS-A-25,2020.05,9,394.0,22,30,35,43.77777777777778
MKK-Z-151,2020.05,5,243.5,15,17,22,48.7
MM-BT-443,2020.05,6,152.5,8,19,10,25.416666666666668
FFB-F-846,2020.05,6,132.5,19,11,8,22.083333333333332
SOK-YW-9,2020.05,2,53.5,4,7,3,26.75
MKK-CL-93,2020.05,6,187.0,20,16,13,31.166666666666668
EE-AM-913,2020.05,4,196.0,14,12,18,49.0
IN-NT-115,2020.05,6,239.5,13,17,22,39.916666666666664
NWM-E-99,2020.05,5,201.5,15,7,21,40.3
ES-E-14,2020.05,11,333.0,16,26,30,30.272727272727273
MG-VR-5,2020.05,6,221.5,25,19,15,36.916666666666664
IZ-M-331,2020.05,7,332.0,19,20,32,47.42857142857143
ER-V-631,2020.05,7,158.5,18,11,12,22.642857142857142
V-D-29,2020.05,8,243.0,20,18,20,30.375
DU-C-161,2020.05,6,87.5,7,11,5,14.583333333333334
ND-I-232,2020.05,5,114.0,15,14,5,22.8
NR-S-932,2020.05,5,140.5,16,3,14,28.1
WUN-YQ-715,2020.05,4,164.0,12,10,15,41.0
MR-Z-935,2020.05,4,104.0,10,2,11,26.0
MEI-RW-5,2020.05,2,47.0,6,8,1,23.5
BP-O-42,2020.05,7,129.0,19,8,9,18.428571428571427
DON-L-549,2020.05,7,229.5,22,9,22,32.785714285714285
HGW-M-456,2020.05,5,86.0,8,4,8,17.2
MTK-O-27,2020.05,4,147.5,9,9,14,36.875
EA-K-1629,2020.05,4,110.0,6,10,9,27.5
MÜ-G-464,2020.05,4,154.5,16,5,15,38.625
GI-QX-227,2020.05,3,104.5,5,7,10,34.833333333333336
HEL-TO-642,2020.05,5,224.5,9,19,20,44.9
SHK-PN-16,2020.05,7,224.5,9,25,17,32.07142857142857
LER-AF-151,2020.05,4,110.0,13,4,10,27.5
J-RW-6,2020.05,4,159.0,6,10,16,39.75
SLK-O-32,2020.05,3,71.0,4,8,5,23.666666666666668
EIC-KE-435,2020.05,7,212.5,17,17,17,30.357142857142858
NMS-RL-52,2020.05,8,219.5,31,19,13,27.4375
PA-CR-3,2020.05,4,133.0,7,10,12,33.25
RPL-DE-9572,2020.05,6,162.0,18,16,10,27.0
DAN-DN-41,2020.05,4,147.5,9,5,16,36.875
HER-T-32,2020.05,7,193.5,18,11,17,27.642857142857142
SC-KR-234,2020.05,5,97.5,12,3,9,19.5
THW-PO-782,2020.05,1,18.0,2,2,1,18.0
NES-YJ-26,2020.05,4,150.0,5,16,12,37.5
NOM-WG-8254,2020.05,2,42.0,0,4,4,21.0
PR-X-76,2020.05,2,52.0,5,2,5,26.0
TUT-W-33,2020.05,7,267.0,11,22,24,38.142857142857146
RÜG-UX-14,2020.05,8,220.0,19,16,18,27.5
GÜ-M-3733,2020.05,10,319.0,16,30,26,31.9
RÜD-YQ-4,2020.05,6,83.0,17,4,5,13.833333333333334
DH-MT-479,2020.05,5,174.0,10,12,16,34.8
L-X-3527,2020.05,5,226.5,10,29,15,45.3
HDH-TT-9,2020.05,2,46.5,11,1,3,23.25
KI-HP-645,2020.05,5,74.5,4,7,6,14.9
C-PQ-668,2020.05,7,285.5,22,21,24,40.785714285714285
WT-JM-352,2020.05,4,79.0,8,4,7,19.75
GTH-VJ-64,2020.05,3,136.5,14,11,10,45.5
TÖL-B-76,2020.05,3,96.0,6,2,11,32.0
SOK-X-75,2020.05,6,116.5,11,9,9,19.416666666666668
DAU-RO-8584,2020.05,9,351.5,20,9,40,39.05555555555556
FS-V-665,2020.05,4,120.0,4,8,12,30.0
DD-M-2367,2020.05,9,276.0,19,26,21,30.666666666666668
LM-SX-381,2020.05,3,80.0,5,0,10,26.666666666666668
KÜN-RF-364,2020.05,5,152.5,8,9,15,30.5
HVL-A-891,2020.05,3,106.5,6,9,9,35.5
UN-V-24,2020.05,3,67.0,2,8,5,22.333333333333332
OE-FZ-829,2020.05,3,92.5,13,9,5,30.833333333333332
WAK-IT-6,2020.05,3,32.0,9,2,1,10.666666666666666
EBE-DX-63,2020.05,4,116.0,9,10,9,29.0
KF-G-9,2020.05,5,121.0,15,16,5,24.2
MÜR-H-8,2020.05,7,147.0,14,26,4,21.0
